SNO,INSTCODE,NAME_OF_THE_INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
99,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,ECE,82045,164208,149457,164208,161086,164208,82045,164208,153832,164208,82045,164208,82045,164208,82045,164208,171974,99480,43000
100,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,EEE,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,174707,107474,99480,43000
101,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,MEC,161034,161034,175906,175906,161034,161034,161034,161034,161034,161034,161034,161034,161034,161034,161034,161034,107474,99480,43000
102,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CAI,29246,29246,158345,160788,158575,173525,64568,64568,68732,68732,86779,86779,60402,60402,88931,128516,35324,32175,77800
103,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CIV,91293,91293,164544,177389,165475,165475,129709,148896,123343,123343,91293,152098,138179,138179,91293,91293,90447,93310,77800
104,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSC,36883,36883,128490,128490,160482,161322,47570,65519,55757,56555,36883,36883,60701,60701,59590,93638,33992,34339,77800
105,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSD,36294,36294,157959,158331,153613,165513,87488,87488,60951,60951,37439,37439,52198,52198,138593,138593,37401,34032,77800
106,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSE,25332,25332,78730,88318,140742,163393,70486,70486,39684,39684,31736,45619,27018,28074,101052,153896,21765,22499,77800
107,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSM,26568,26568,136444,136444,130190,147276,57263,58360,42045,42045,48893,48893,31317,35006,101438,101438,27919,32734,77800
108,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,ECE,30816,41906,130484,151672,128802,176592,98998,98998,65196,65196,38886,69237,56810,73198,104243,111502,38802,36822,77800
109,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,EEE,48462,48462,167712,167712,151261,151261,92091,117151,86323,86323,48462,48462,63662,72030,50073,103607,55067,55941,77800
110,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,INF,37722,39045,137391,169994,143660,163433,69470,74741,68592,68592,37722,39045,44741,44741,95996,95996,34610,34451,77800
111,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,MEC,78209,104052,166393,177145,177477,177477,117837,126711,118467,132467,78209,104052,103244,113088,78209,174559,91550,111795,77800
112,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,CIV,161879,161879,161879,161879,161879,161879,161879,161879,161879,161879,161879,161879,172445,172445,161879,161879,107474,99480,43000
113,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,CSE,139498,139498,162749,162749,139498,139498,168534,168534,139498,139498,139498,139498,172333,172333,155758,155758,107474,99480,43000
114,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,ECE,113382,113382,164419,167269,177614,177614,113382,113382,152975,152975,113382,113382,113382,113382,113382,113382,152975,99480,43000
115,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,EEE,155306,155306,177407,177407,155306,155306,155306,155306,155306,155306,155306,155306,155306,155306,155306,155306,107474,99480,43000
116,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,MEC,152025,173950,152025,173950,152025,173950,152025,173950,152025,173950,152025,173950,152025,173950,152025,173950,107474,99480,43000
117,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CAI,90233,124789,165071,165071,98136,124789,158905,158905,140658,153806,90233,124789,145163,151114,149672,162567,160152,157392,43000
118,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSE,82562,86440,175432,176663,125851,174020,176310,176310,176009,176009,144909,144909,174531,174531,174943,174943,150358,158592,43000
119,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,ECE,123192,123192,176890,176890,167460,168177,174051,176096,171429,174248,167726,173394,173075,173075,154634,154634,175246,176239,43000
120,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,MEC,147965,147965,147965,147965,147965,147965,175660,175660,177076,177076,147965,147965,172487,172487,147965,147965,107474,99480,43000
121,RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSD,103446,103446,168659,176264,103446,103446,167273,167273,158890,158890,103446,103446,163014,163014,157985,157985,154446,124922,43000
122,RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSE,95688,153666,177739,177739,140098,153666,175024,176386,176477,176477,135424,153666,172454,172454,173304,173304,130000,159864,43000
123,RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSM,103249,103249,175697,175697,103249,105355,103249,103249,166906,175391,169311,169311,168261,168261,159576,159576,147143,115881,43000
124,RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,ECE,112643,112643,173722,173722,124194,149096,167791,173472,164399,164399,112643,112643,157018,168507,173640,173640,158657,171238,43000
125,SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,AIM,149174,151468,172060,172060,156005,170644,176929,176929,158267,173329,160543,160543,167096,176845,174907,176219,139363,134637,45700
126,SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,CIV,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,166759,107474,99480,45700
127,SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,CSE,90042,90042,165269,165269,164654,164654,172244,172244,161399,161399,158316,158316,174149,174149,130047,130047,125516,120600,45700
128,SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,ECE,161667,175476,177338,177338,161667,175476,166483,175476,176320,176320,161667,175476,176332,176332,161667,175476,151029,150436,45700
129,SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,MEC,150585,150585,152235,152235,150585,150585,150585,150585,150585,150585,150585,150585,150585,150585,150585,150585,107474,99480,45700
130,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CIV,134762,134762,134762,134762,134762,134762,134762,134762,166145,166145,134762,134762,134762,134762,134762,134762,167635,99480,65800
131,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSD,111638,111638,144507,144507,146799,146799,146179,146179,146378,153660,111638,111638,159603,169964,111638,141972,144172,162156,65800
132,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSE,98142,98142,172114,172114,177256,177385,172707,172707,135304,144827,123319,141201,177317,177317,156137,162018,112560,112192,65800
133,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSM,87775,88507,173702,173702,126214,126214,153206,153206,126661,126661,96821,96821,144496,144496,127476,127476,126424,120467,65800
134,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,ECE,124722,150720,175814,177328,158058,176030,173918,175442,162077,167944,124722,168503,168519,174153,175001,175001,166095,152824,65800
135,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,EEE,127843,127843,127843,127843,127843,127843,127843,127843,127843,127843,127843,127843,166216,166216,127843,127843,157046,99480,65800
136,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,INF,161044,161044,175800,175800,161044,161044,161044,171682,168943,171985,161044,161044,169894,169894,161271,161271,174307,170776,65800
137,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,MEC,117266,117266,126340,126340,117266,117266,117266,117266,173340,173340,117266,117266,117266,160015,117266,117266,107474,99480,65800
138,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,AGR,93395.5,149054,146661,149054,140100,149054,132783,149054,135139,149054,106391,149054,130197,149054,127446,149054,107474,99480,43000
139,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,CIV,93395.5,102511.5,169585,169585,123743,123743,132783,139913,135139,142215,106391,119110,130197,137132,127446,135793,107474,99480,43000
140,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,CS,150061,160199,176806,177782,150061,160199,155528,160199,167651,167651,150061,160199,170560,170560,150061,160199,107474,153287,43000
141,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,CSE,105059,118839,176454,176454,133195,165540,170756,170756,176737,176737,174582,174582,176788,176788,125100,135904,127981,127577,43000
142,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,ECE,131634,131634,157352,177273,163679,163679,164966,164966,173369,173369,131634,131634,166614,177644,137119,137119,107474,154637,43000
143,AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,EEE,93395.5,102511.5,161993,161993,140100,146526,175226,175226,135139,142215,106391,119110,130197,137132,127446,135793,107474,99480,43000
144,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,AIM,35348,35348,112911,112911,139175,139175,56151,56151,83182,151537,35348,35348,51514,51514,42213,84745,42868,47777,40000
145,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CIV,98000,157659,157253,170108,158481,174118,162932,177012,169397,177821,164138,164138,164565,167146,102701,157659,107474,99480,40000
146,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CS,56125,56125,115737,119526,177660,177660,102460,102460,125113,125113,56125,124649,88067,94966,115696,115696,77126,79399,40000
147,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CSE,38172,38172,65168,65168,39960,80154,50977,169574,90147,90147,38172,38172,38172,38172,50663,74208,51642,28667,40000
148,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,DS,56421,56421,104253,120512,173637,173637,78558,138238,107667,107667,162323,162323,75997,75997,105053,105053,74559,71576,40000
149,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,ECE,37983,37983,85730,136463,96525,96525,63769,63769,132231,132231,37983,37983,47541,92506,88126,91141,61832,57105,40000
150,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,EEE,78359,98811,148780,167784,139207,146095,145455,162250,168867,168867,78359,98811,134772,134772,126388,126388,143626,112501,40000
151,ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,MEC,90271,90271,165825,170795,165882,165882,157933,173039,168581,168581,90271,161729,170534,170534,170688,170688,145670,99480,40000
152,BCOP,BAPATLA COLLEGE OF PHARMACY,PVT,AU,GTR,BAPATLA,COED,JNTUK,1995,AU,PHM,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,176641,107474,99480,65600
153,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CIV,102340,102340,176453,176819,167975,167975,151182,151254,155221,155221,131779,131779,147363,147363,169284,169284,109114,167656,84900
154,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSC,49804,49804,153793,154681,125302,164372,93346,93346,54684,82525,49804,49804,83987,83987,115179,115179,48570,55177,84900
155,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSD,42447,42447,121280,121280,134059,176747,68299,78910,131029,131029,42447,42447,65261,65261,86807,100919,42449,43472,84900
156,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSE,40418,40418,88916,97198,133939,140002,54909,54909,66334,66334,51372,51372,63896,111475,59896,105254,50313,35240,84900
157,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSM,37049,37049,103279,103279,126998,126998,91917,91917,65100,65100,166706,166706,51036,51265,113098,113098,35985,38143,84900
158,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,ECE,44254,44254,127623,127623,164875,167556,156959,156959,148099,148099,62766,62766,83483,146630,92953,96453,64770,57598,84900
159,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,EEE,72457,87373,161366,165409,162707,162707,154443,154443,168145,168145,72457,127046,168171,168171,162351,174649,141328,130912,84900
160,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,INF,61945,75044,151639,151639,144066,144066,140458,174527,160230,160230,98807,98807,94137,94137,139467,139467,73128,99787,84900
161,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,MEC,90754,90754,159411,159411,155305,160703,160902,160902,172721,172721,90754,90754,174351,174351,167410,167410,141917,139939,84900
162,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,AU,AIM,93395.5,55109,146661,162178,140100,165362,132783,177064,135139,170661,106391,119110,130197,109613,127446,55109,107474,159011,43000
163,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,AU,CSE,93395.5,64265,146661,145892,140100,144360,132783,157846,135139,175090,106391,126464,130197,134505,127446,140707,107474,79606,43000
164,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,AU,ECE,93395.5,103473,146661,167584,140100,108525,132783,138743,135139,167291,106391,154453,130197,167503,127446,175868,107474,101670,43000
165,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CAI,71102,71102,161371,161652,134353,134353,91353,91353,152417,169636,123127,123127,131298,172367,129530,129530,76422,80859,43000
166,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CIT,104767,104767,174348,174348,177460,177460,162216,162216,151973,151973,104767,104767,158284,158284,146193,161464,111513,117978,43000
167,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CIV,126187,126187,165773,165773,169511,169511,126187,126187,126187,126187,126187,126187,126187,126187,126187,126187,107474,99480,43000
168,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSC,76319,134730,173420,173420,123771,167451,154586,158960,148288,148288,121363,134730,158418,158418,76319,134730,82093,90718,43000
169,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSD,68200,68200,159098,164450,135514,167504,102451,102451,148482,154495,68200,119990,99453,139956,134660,143818,75425,83641,43000
170,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSE,75710,76199,136562,147570,176442,176442,89966,89966,115358,137559,155006,155006,81629,105137,93646,117226,70054,67811,43000
171,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSM,52096,66343,157686,176488,147023,159019,105391,105391,114773,134513,52096,83675,87586,87586,166894,166894,77195,76932,43000
172,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,ECE,83847,131464,170622,170622,164136,170323,155164,167312,160060,173771,124069,148848,157712,157712,148647,148647,127776,123057,43000
173,CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,EEE,93395.5,102511.5,174758,174758,173844,175433,132783,139913,163951,163951,106391,119110,169763,169763,127446,135793,136807,172741,43000
174,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,AIM,117613,117613,164499,164499,177136,177874,145277,159975,142192,142192,117613,117613,147260,147260,133705,133705,129229,126492,43000
175,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CAI,113206,113206,177368,177368,166932,166932,163264,172527,174091,176176,113206,133021,175823,175823,160216,160216,152714,139711,43000
176,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CIV,169993,169993,169993,172766,169993,169993,174588,174588,169993,169993,169993,169993,169993,169993,169993,169993,171832,99480,43000
177,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSC,146839,173319,168070,177067,146839,173319,146839,173319,176734,176734,146839,173319,146839,173319,172726,173319,128082,135274,43000
178,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,121074,126017,171616,171616,158030,158030,176097,176097,175180,175180,149062,158735,173764,173764,172944,172944,157929,152958,43000
179,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,122382,153058,176940,176940,177805,177805,174383,174383,173272,173272,151385,153058,172231,172231,168001,171748,158808,120522,43000
180,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,97629,119113,164788,176383,176161,176161,174709,174709,176694,176694,97629,164137,174422,174422,161497,161497,144307,145723,43000
181,CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GTR,GUNTUR,COED,ANU,2004,AU,PHM,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,149909,107474,99480,77500
182,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,AGR,93395.5,166820,146661,166820,140100,166820,132783,166820,135139,166820,106391,166820,130197,166820,127446,166820,107474,99480,43000
183,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,AUT,148963,148963,164697,164697,148963,148963,148963,148963,148963,148963,148963,148963,148963,148963,148963,148963,107474,99480,43000
184,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CAI,138712,138712,165551,170855,169332,174019,162947,162947,175307,175307,176846,176846,166644,166644,177557,177557,142557,145406,43000
185,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CIV,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,159149,107474,99480,43000
186,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSE,101339,101339,163601,172386,155520,155520,171694,171694,175874,175874,144646,144646,177340,177340,162989,162989,138153,175705,43000
187,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSG,165539,165539,176241,176241,165539,165539,165539,165539,165539,165539,165539,165539,165539,165539,165539,165539,107474,99480,43000
188,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSM,163260,163260,172757,172757,163260,163260,171677,171677,172481,172481,163260,163260,163260,163260,175161,175161,143580,169287,43000
189,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,ECE,114341,151617,177554,177554,166374,166374,171828,171828,152049,155821,114341,151617,153363,153363,176167,176167,159966,99480,43000
190,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,150159,150159,168388,168388,150159,150159,150159,150159,160296,160296,150159,150159,150159,150159,150159,150159,174870,99480,43000
191,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,114383,119553,177103,177103,171337,171337,167623,167623,153948,158003,114383,119553,168556,168556,146151,146151,120771,129757,43000
192,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSM,115718,115718,175510,175510,115718,115718,122130,168953,115718,115718,115718,115718,115718,115718,168736,168736,107474,99480,43000
193,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,ECE,130054,172592,177866,177866,130122,172592,130054,172592,130054,172592,130054,172592,130054,172592,130054,172592,107474,99480,43000
194,GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,MEC,137558,137558,137558,137558,142399,142399,137558,137558,137558,137558,137558,137558,137558,137558,137558,137558,107474,99480,43000
195,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,AIM,144395,144395,156160,156160,144395,144395,156381,156381,144395,144395,144395,144395,147598,147598,144395,144395,154620,99480,43000
196,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,CSE,158707,158707,174819,174819,158707,158707,158707,158707,163568,163568,158707,158707,158707,176674,168771,168771,150756,166675,43000
197,HIND,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2011,AU,ECE,125838,132600,138301,164743,176627,176627,125838,138693,153275,153275,125838,132600,161581,161581,125838,132600,168947,99480,43000
198,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,CIV,66496,160876,162685,164727,166859,166859,124313,160876,137831,160876,66496,160876,98029,171539,97856,160876,154912,171164,10000
199,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,CSE,24973,36774,54738,54738,69382,69382,29614,36774,40769,55841,78492,78492,24973,39414,24973,36774,31605,18286,10000
200,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,ECE,26313,28606,65249,68197,57892,57892,54607,62901,26313,42361,26313,28606,47406,47406,36534,66129,48329,49061,10000
201,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,EEE,57801,62387,177085,177085,139036,139036,136151,151638,168241,168241,159205,159205,83585,141789,116555,142734,79796,169496,10000
202,JNTN,JNTUK COLLEGE OF ENGINEERING NARSARAOPETA,UNIV,AU,GTR,NARSARAOPET,COED,JNTUK,2016,AU,MEC,73498,73498,177392,177392,113540,154190,171100,171100,147028,147028,73498,73498,142066,142066,158340,158340,148845,137625,10000
203,KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CAD,85008,122588,172988,172988,177308,177308,173349,173349,166797,173747,85008,122588,159743,159743,124487,134327,103059,103918,43000
204,KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CIV,93395.5,158501,153539,158501,160373,160373,173852,173852,166467,166801,106391,158501,154336,158501,171724,171724,171666,153810,43000
205,KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CSE,80032,80032,153252,154676,159301,159301,159008,159008,118746,157086,147993,147993,143453,143453,96498,111578,86752,124641,43000
206,KHIT,KALLAM HARANADH REDDY INST OF TECH,PVT,AU,GTR,GUNTUR,COED,JNTUK,2010,AU,CSM,63448,63448,158057,159522,157342,164824,131096,145223,173933,175873,63448,105781,98122,113333,108302,130549,78316,78334,43000
